age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a
37,Male,119094,Master,Married,6,Southeast,Urban,29,2577.74,88.89,13,8,0.029,0.571,1,0.534,0.069,13,6.88,14,50.29,0,0,0
36,Male,110217,PhD,Single,3,Southwest,Suburban,30,1916.38,63.88,22,10,0.168,0.38,1,0.317,0.059,15,4.23,13,40.81,1,1,1
49,Male,83644,Bachelor,Married,3,West,Suburban,15,1370.08,91.34,32,6,0.075,0.281,0,0.423,0.133,17,3.78,11,36.8,1,0,0
21,Male,107853,PhD,Single,1,Northeast,Urban,11,803.62,73.06,49,3,0.115,0.456,0,0.222,0.025,10,11.39,17,42.3,0,0,0
45,Female,81128,Bachelor,Married,3,Southeast,Urban,11,399.63,36.33,38,2,0.251,0.526,0,0.307,0.139,8,22.75,6,6.7,0,1,0
50,Female,58015,High School,Married,3,Southeast,Rural,22,1348.18,61.28,18,6,0.111,0.453,1,0.151,0.041,19,6.25,8,25.15,0,0,0
52,Male,113402,PhD,Widowed,4,Midwest,Suburban,20,2184.11,109.21,10,6,0.071,0.208,1,0.381,0.112,14,4.17,9,27.18,0,0,0
18,Female,55579,High School,Single,5,Northeast,Urban,11,332.73,30.25,20,2,0.169,0.514,0,0.206,0.032,10,4.19,16,35.06,0,0,0
30,Female,49717,Master,Divorced,1,West,Rural,8,418.86,52.36,55,6,0.072,0.399,0,0.118,0.052,7,17.68,9,23.95,1,1,1
28,Female,58679,Bachelor,Single,1,Midwest,Rural,17,820.23,48.25,28,3,0.013,0.639,1,0.242,0.088,8,5.59,15,23.19,1,0,0
43,Female,95745,Bachelor,Married,6,West,Rural,16,1563.11,97.69,42,7,0.065,0.496,1,0.307,0.042,6,9.85,7,30.92,0,1,1
49,Female,72121,Bachelor,Divorced,2,West,Suburban,12,301.43,25.12,50,1,0.106,0.702,0,0.388,0.068,8,8.98,12,14.17,1,0,0
64,Male,114991,Bachelor,Married,4,Southeast,Suburban,18,1983.51,110.2,33,1,0.113,0.382,0,0.224,0.027,10,4.62,5,17.71,0,0,1
34,Male,89021,Bachelor,Married,1,Northeast,Suburban,20,1208.17,60.41,16,5,0.102,0.41,1,0.387,0.134,11,7.55,6,39.32,0,0,1
34,Male,66817,Bachelor,Married,3,West,Suburban,12,722.5,60.21,31,4,0.236,0.368,0,0.286,0.043,7,8.93,17,34.17,1,0,0
59,Female,79271,Bachelor,Divorced,4,Midwest,Rural,10,868.08,86.81,21,3,0.023,0.386,0,0.291,0.086,9,9.2,10,11.81,0,0,0
46,Male,103089,PhD,Single,3,Northeast,Suburban,12,1333.47,111.12,38,4,0.009,0.342,0,0.179,0.068,8,14.76,11,9.45,1,0,0
61,Female,144369,Master,Married,2,West,Urban,23,2373.85,103.21,9,6,0.225,0.74,1,0.305,0.095,12,6.14,11,30.74,1,1,1
46,Male,105516,Bachelor,Married,1,Midwest,Suburban,15,1023.87,68.26,26,3,0.131,0.209,0,0.36,0.104,15,3.89,8,23.96,1,0,0
24,Female,61680,Bachelor,Single,2,Southeast,Suburban,8,401.68,50.21,54,2,0.222,0.43,0,0.299,0.041,10,3.85,13,24.29,0,1,0
22,Male,64077,Master,Single,5,Midwest,Rural,12,1024.32,85.36,23,2,0.059,0.402,0,0.236,0.072,6,7.06,13,26.87,0,0,0
18,Male,56755,Bachelor,Married,3,West,Urban,9,366.24,40.69,60,4,0.284,0.615,0,0.19,0.024,2,10.02,12,84.17,0,0,0
51,Male,70057,High School,Married,6,Northeast,Suburban,16,1145.7,71.61,32,6,0.143,0.412,0,0.05,0.005,11,4.08,11,28.58,1,1,0
59,Male,69149,Bachelor,Single,3,Southeast,Urban,17,1100.3,64.72,14,5,0.016,0.491,0,0.417,0.184,12,10.46,4,11.49,0,1,0
69,Male,112000,Master,Married,1,Southeast,Urban,8,809.48,101.19,80,1,0.051,0.684,0,0.24,0.113,9,18.54,4,21.76,1,1,0
54,Female,88636,High School,Widowed,4,West,Suburban,25,1875.02,75.0,18,5,0.082,0.287,1,0.258,0.026,10,22.39,7,21.37,0,0,1
59,Male,45809,High School,Single,2,West,Urban,22,972.99,44.23,8,4,0.102,0.573,1,0.226,0.081,19,11.3,3,42.81,0,0,1
33,Male,79398,Bachelor,Married,6,Southeast,Suburban,12,715.41,59.62,28,5,0.347,0.474,1,0.272,0.052,12,3.04,12,62.1,1,0,0
24,Female,80421,Bachelor,Married,6,Southwest,Urban,15,896.32,59.75,44,3,0.146,0.82,0,0.422,0.12,6,3.03,15,43.84,1,0,0
54,Male,75391,Bachelor,Single,1,Southeast,Rural,13,521.38,40.11,48,4,0.048,0.859,0,0.325,0.099,13,14.24,5,22.99,1,0,0
48,Female,104412,Bachelor,Single,2,Midwest,Rural,11,1015.6,92.33,22,1,0.077,0.422,0,0.284,0.086,19,3.46,10,34.02,0,1,1
43,Other,64644,Bachelor,Married,4,West,Urban,11,731.73,66.52,54,1,0.186,0.363,0,0.152,0.054,8,4.26,8,30.46,0,0,0
47,Male,69816,High School,Married,4,Midwest,Suburban,8,284.68,35.59,57,4,0.104,0.32,0,0.11,0.02,4,11.75,9,38.79,1,1,0
46,Male,57798,High School,Single,1,West,Urban,12,609.44,50.79,14,3,0.042,0.524,0,0.223,0.089,11,5.03,8,25.0,0,0,0
61,Male,99795,Master,Divorced,1,Southwest,Suburban,12,892.65,74.39,45,2,0.069,0.158,0,0.366,0.069,8,4.33,8,10.98,0,0,0
61,Female,95140,Master,Divorced,2,Northeast,Urban,15,987.93,65.86,25,4,0.163,0.271,1,0.346,0.159,14,3.71,7,42.45,0,0,0
50,Female,76078,High School,Married,3,West,Urban,21,1378.47,65.64,18,4,0.066,0.83,1,0.345,0.045,19,11.27,7,52.93,1,1,0
54,Female,81532,High School,Married,4,Northeast,Rural,20,1372.55,68.63,18,5,0.094,0.239,1,0.279,0.036,18,6.06,7,34.82,0,0,1
49,Female,63833,High School,Widowed,2,Midwest,Urban,21,1675.88,79.8,23,4,0.134,0.59,1,0.347,0.047,13,4.21,9,14.05,0,0,0
35,Male,48200,Bachelor,Single,2,Midwest,Suburban,10,540.06,54.01,52,6,0.064,0.388,0,0.29,0.106,7,6.11,12,19.66,1,0,0
53,Female,104047,Master,Married,2,West,Urban,18,1690.13,93.9,28,5,0.08,0.566,1,0.419,0.059,13,14.05,9,18.79,0,0,1
21,Female,63730,Bachelor,Single,1,Southeast,Suburban,9,306.43,34.05,31,1,0.061,0.91,0,0.36,0.063,6,3.34,19,17.79,1,0,0
57,Female,82949,Bachelor,Single,1,West,Urban,12,602.92,50.24,43,4,0.119,0.526,0,0.172,0.04,8,6.19,4,18.56,1,0,0
24,Female,102808,Master,Single,2,West,Urban,14,755.0,53.93,17,9,0.214,0.37,0,0.302,0.11,8,6.78,17,53.07,1,1,1
46,Female,83941,PhD,Single,3,Northeast,Urban,16,1024.89,64.06,42,3,0.261,0.867,0,0.152,0.053,8,3.53,9,22.09,1,0,1
29,Male,20000,High School,Single,2,West,Urban,11,452.23,41.11,36,2,0.245,0.685,0,0.436,0.197,10,7.53,16,29.62,1,1,1
50,Male,54637,High School,Single,1,Southeast,Rural,5,453.36,90.67,38,4,0.009,0.583,0,0.2,0.031,4,8.66,13,28.15,0,1,0
41,Female,69056,High School,Divorced,1,Northeast,Rural,19,910.76,47.93,24,7,0.066,0.528,1,0.419,0.07,14,8.53,7,23.09,1,0,1
18,Male,54162,Master,Widowed,2,West,Rural,15,1111.01,74.07,31,2,0.087,0.614,1,0.255,0.05,10,3.75,18,55.12,0,0,0
48,Female,79285,Master,Single,2,Southeast,Urban,19,1006.94,53.0,10,5,0.132,0.321,1,0.191,0.042,11,7.06,9,45.12,1,1,1
33,Male,81265,Bachelor,Married,4,Midwest,Urban,27,1919.98,71.11,6,3,0.11,0.443,1,0.171,0.066,20,6.51,11,47.34,0,1,0
55,Female,76538,High School,Single,1,Midwest,Suburban,20,1304.46,65.22,34,2,0.133,0.568,1,0.456,0.14,11,4.1,9,44.75,0,1,1
42,Female,79855,Bachelor,Single,3,Southeast,Rural,16,823.22,51.45,23,4,0.141,0.394,0,0.315,0.099,8,3.06,11,18.85,0,1,0
47,Male,89921,Bachelor,Married,6,Southwest,Suburban,13,754.63,58.05,22,1,0.025,0.775,0,0.313,0.067,12,15.82,8,11.89,0,0,1
27,Female,55822,Bachelor,Single,1,Northeast,Urban,14,1258.05,89.86,32,2,0.11,0.441,0,0.05,0.02,6,9.5,18,24.69,0,0,0
33,Female,61315,Bachelor,Divorced,4,Southeast,Rural,9,449.94,49.99,18,1,0.093,0.633,0,0.446,0.127,9,7.86,9,38.43,0,0,0
35,Female,65746,High School,Married,2,West,Urban,20,1656.92,82.85,9,8,0.132,0.541,1,0.223,0.064,8,4.55,13,10.47,1,0,1
54,Male,78626,Master,Married,1,West,Rural,10,828.87,82.89,22,1,0.125,0.31,0,0.317,0.062,10,5.54,11,42.81,0,1,0
67,Male,62059,Bachelor,Married,1,Midwest,Rural,8,390.47,48.81,69,5,0.111,0.369,0,0.112,0.024,11,6.61,4,8.96,1,0,0
29,Male,57300,Bachelor,Single,2,Northeast,Rural,15,878.73,58.58,19,4,0.076,0.189,0,0.327,0.102,7,3.2,9,25.51,0,0,0
58,Male,85963,High School,Widowed,1,Midwest,Urban,21,1583.31,75.4,20,2,0.138,0.333,0,0.284,0.035,13,5.96,8,42.34,0,1,0
18,Female,73833,Master,Single,2,West,Suburban,25,1916.39,76.66,11,6,0.147,0.396,1,0.301,0.143,9,5.27,16,48.93,1,0,0
24,Other,72659,Bachelor,Divorced,3,Northeast,Suburban,16,931.66,58.23,28,2,0.356,0.415,0,0.224,0.071,11,4.88,14,14.07,0,1,0
27,Female,61955,PhD,Single,1,Northeast,Urban,14,431.78,30.84,30,6,0.145,0.416,1,0.327,0.116,9,6.44,9,3.45,1,1,0
21,Female,62132,Bachelor,Single,2,West,Suburban,16,752.91,47.06,23,2,0.092,0.542,1,0.1,0.011,16,4.32,12,52.01,1,1,1
18,Female,94807,PhD,Widowed,4,Southeast,Suburban,23,2316.44,100.71,17,4,0.064,0.467,0,0.254,0.03,11,3.95,13,24.33,1,1,1
48,Male,73738,Master,Single,2,Northeast,Urban,20,1324.82,66.24,25,4,0.047,0.681,1,0.281,0.136,9,9.59,9,36.54,1,0,1
38,Female,83930,Bachelor,Married,2,Northeast,Urban,24,1525.18,63.55,25,2,0.099,0.48,1,0.437,0.071,10,4.02,12,44.37,0,0,1
47,Male,106527,PhD,Married,3,West,Urban,18,967.71,53.76,18,6,0.129,0.168,1,0.271,0.045,12,3.9,10,35.12,0,0,0
52,Female,128270,Bachelor,Single,1,Midwest,Rural,27,3209.67,118.88,16,5,0.036,0.278,1,0.259,0.117,17,3.83,10,1.96,1,0,0
45,Male,43941,Bachelor,Married,2,Northeast,Rural,6,286.95,47.82,92,1,0.125,0.625,0,0.285,0.119,4,6.71,7,39.62,1,1,0
51,Male,86936,High School,Single,4,West,Suburban,16,1523.49,95.22,16,2,0.032,0.415,1,0.298,0.108,12,5.67,6,0.0,0,0,0
40,Female,66687,Bachelor,Single,2,West,Urban,8,615.93,76.99,79,3,0.044,0.551,0,0.119,0.045,8,6.09,14,31.76,1,0,0
24,Female,50542,Master,Single,2,Northeast,Suburban,18,1281.17,71.18,31,7,0.14,0.68,1,0.243,0.026,13,6.39,12,8.51,1,0,0
57,Female,93295,Master,Widowed,5,Midwest,Urban,22,2416.4,109.84,16,2,0.176,0.513,0,0.258,0.096,13,3.52,10,35.39,0,0,0
33,Female,56162,High School,Single,4,Southeast,Suburban,18,1088.98,60.5,20,5,0.089,0.346,1,0.151,0.029,12,5.41,13,35.97,0,0,0
27,Male,77762,Bachelor,Single,3,Midwest,Suburban,13,860.75,66.21,21,4,0.117,0.404,0,0.385,0.073,6,7.32,11,24.4,1,0,0
39,Female,82629,High School,Married,6,Southeast,Rural,13,1333.7,102.59,23,5,0.178,0.203,0,0.398,0.109,8,3.75,6,61.65,0,1,0
28,Male,99328,Master,Single,2,Southeast,Urban,26,2504.93,96.34,18,6,0.133,0.65,1,0.13,0.035,9,4.37,15,31.17,0,0,1
35,Female,54119,Bachelor,Married,5,Midwest,Urban,9,386.67,42.96,18,1,0.253,0.378,0,0.39,0.122,6,4.46,8,42.5,1,1,1
47,Female,125152,PhD,Single,2,Midwest,Rural,32,3630.18,113.44,5,6,0.159,0.404,1,0.298,0.117,18,7.93,8,27.88,0,0,1
47,Male,69069,High School,Married,3,Southeast,Rural,14,1327.68,94.83,48,4,0.168,0.482,0,0.29,0.133,12,3.2,9,38.34,1,1,1
28,Female,53180,Bachelor,Single,2,Northeast,Suburban,11,165.0,15.0,25,2,0.042,0.428,1,0.236,0.066,12,9.66,15,34.54,0,1,0
34,Female,79621,Master,Married,4,West,Urban,20,898.41,44.92,30,2,0.25,0.653,1,0.343,0.116,10,7.48,15,20.87,1,0,0
58,Male,76352,Bachelor,Married,2,Northeast,Suburban,13,675.66,51.97,36,5,0.153,0.433,0,0.227,0.068,10,4.25,11,51.12,0,0,0
49,Female,65356,High School,Married,6,Southwest,Suburban,13,1002.81,77.14,30,5,0.092,0.506,1,0.21,0.021,13,7.5,9,19.75,0,0,1
73,Female,88055,Bachelor,Divorced,3,Northeast,Rural,11,987.86,89.81,48,2,0.009,0.334,0,0.396,0.171,8,8.0,3,17.33,1,0,1
59,Female,57380,High School,Married,2,Southwest,Suburban,16,1105.29,69.08,12,7,0.029,0.429,1,0.303,0.12,19,5.03,7,24.83,0,0,1
59,Male,124986,PhD,Single,1,Northeast,Urban,16,1760.33,110.02,35,3,0.22,0.166,0,0.338,0.164,14,3.92,10,16.7,1,0,0
21,Male,66830,Bachelor,Single,2,Southeast,Suburban,9,371.26,41.25,65,3,0.091,0.414,0,0.436,0.109,11,12.55,14,53.6,0,1,1
53,Female,80186,Bachelor,Divorced,3,Southwest,Urban,16,735.55,45.97,19,6,0.279,0.232,1,0.316,0.135,18,9.55,15,17.32,1,1,1
41,Male,93914,Bachelor,Widowed,2,Southeast,Urban,10,1020.2,102.02,31,6,0.051,0.394,0,0.337,0.132,8,6.2,12,16.46,0,0,0
33,Other,48093,High School,Single,2,Midwest,Suburban,10,561.22,56.12,21,1,0.214,0.534,0,0.34,0.05,9,3.38,13,29.94,0,0,1
44,Male,86258,Master,Married,3,Northeast,Urban,18,1751.44,97.3,34,4,0.112,0.671,1,0.216,0.105,12,4.24,9,45.6,1,0,0
56,Female,125307,PhD,Single,3,Southeast,Rural,21,1652.32,78.68,28,3,0.208,0.243,0,0.244,0.039,20,6.03,6,40.82,1,0,0
49,Female,92813,Master,Married,6,Southwest,Suburban,19,1050.4,55.28,20,2,0.027,0.26,0,0.275,0.119,8,5.35,9,19.42,0,0,0
28,Male,64271,Bachelor,Single,3,Northeast,Suburban,14,514.05,36.72,25,1,0.069,0.569,0,0.402,0.116,10,7.67,10,43.27,1,0,0
53,Male,45193,Bachelor,Widowed,1,Northeast,Suburban,12,823.4,68.62,32,2,0.136,0.496,0,0.43,0.146,12,15.46,10,0.0,1,0,0
32,Female,51450,High School,Single,3,Southeast,Rural,6,470.19,78.37,58,1,0.158,0.906,0,0.345,0.106,7,6.56,13,51.25,0,0,0
45,Female,49192,Bachelor,Married,3,Northeast,Rural,11,719.75,65.43,34,3,0.066,0.457,0,0.36,0.046,11,4.27,11,2.36,0,0,0
37,Male,51885,Bachelor,Married,5,Northeast,Rural,7,323.93,46.28,32,4,0.162,0.322,0,0.208,0.1,11,4.26,11,17.83,1,1,0
38,Female,50970,Bachelor,Divorced,2,Southeast,Suburban,13,886.96,68.23,13,4,0.104,0.634,1,0.227,0.102,13,14.34,16,33.73,0,0,0
53,Male,97361,PhD,Married,4,Northeast,Urban,20,1817.49,90.87,28,5,0.172,0.304,0,0.075,0.025,9,5.23,9,19.26,1,1,1
26,Male,53167,Bachelor,Single,3,West,Suburban,13,209.02,16.08,26,2,0.137,0.558,0,0.337,0.1,9,5.69,12,43.5,0,0,0
71,Female,75102,High School,Widowed,3,Northeast,Suburban,15,908.14,60.54,28,4,0.127,0.311,0,0.221,0.052,9,3.68,8,7.46,1,0,0
18,Male,49964,High School,Single,3,West,Urban,17,1029.71,60.57,19,9,0.075,0.592,0,0.096,0.016,12,4.94,9,4.41,0,1,1
33,Female,70335,Bachelor,Married,3,West,Urban,10,873.29,87.33,35,4,0.139,0.76,0,0.319,0.132,10,5.03,18,7.39,1,0,0
47,Male,34683,High School,Divorced,4,Northeast,Suburban,14,638.94,45.64,14,2,0.158,0.603,1,0.44,0.135,13,12.98,15,43.93,0,0,0
50,Male,81849,Bachelor,Single,2,Northeast,Suburban,14,1034.67,73.91,25,4,0.108,0.435,0,0.334,0.124,17,9.01,8,46.11,1,0,1
40,Male,77373,Bachelor,Married,6,Northeast,Suburban,20,1346.78,67.34,20,4,0.068,0.332,0,0.339,0.074,5,4.2,14,49.16,0,0,1
41,Female,53471,High School,Divorced,2,Midwest,Suburban,11,682.45,62.04,53,3,0.039,0.601,0,0.343,0.156,10,7.81,6,20.46,1,1,1
48,Female,93086,Master,Widowed,3,Southwest,Suburban,24,1180.01,49.17,14,5,0.108,0.293,0,0.447,0.219,6,4.34,3,34.88,1,0,0
38,Female,58854,High School,Married,1,Midwest,Urban,20,946.36,47.32,10,5,0.038,0.511,1,0.339,0.123,10,3.43,14,37.15,0,0,1
62,Male,101668,Bachelor,Married,3,Midwest,Suburban,11,398.26,36.21,49,5,0.146,0.594,0,0.402,0.178,8,9.92,7,11.92,1,0,0
54,Male,60176,Bachelor,Divorced,4,Northeast,Rural,10,512.49,51.25,35,3,0.117,0.251,0,0.382,0.074,9,5.12,8,28.98,0,0,0
55,Female,80935,Bachelor,Divorced,4,West,Urban,11,884.19,80.38,56,1,0.363,0.252,0,0.05,0.024,8,3.01,6,32.14,1,1,1
27,Male,114825,PhD,Single,1,Southeast,Suburban,26,1860.87,71.57,26,4,0.253,0.657,1,0.296,0.057,13,4.33,14,37.05,0,0,0
40,Female,78849,High School,Divorced,2,West,Urban,11,708.33,64.39,54,2,0.074,0.488,0,0.293,0.056,9,9.2,12,29.77,1,0,0
37,Male,82964,Bachelor,Single,3,Southeast,Urban,18,1427.33,79.3,16,1,0.05,0.438,0,0.441,0.207,10,3.82,15,14.5,1,0,0
26,Female,84452,Master,Single,6,Southeast,Suburban,12,1520.12,126.68,24,4,0.121,0.505,0,0.254,0.054,8,6.36,13,15.25,0,0,0
47,Male,103019,Bachelor,Married,1,West,Suburban,29,2316.44,79.88,20,5,0.131,0.211,1,0.224,0.055,11,7.43,15,24.17,1,0,0
33,Female,95767,Bachelor,Widowed,5,Midwest,Suburban,8,738.14,92.27,47,2,0.067,0.625,0,0.52,0.23,8,7.61,12,40.37,1,0,0
51,Male,79463,Bachelor,Married,4,Southwest,Urban,11,725.94,65.99,28,2,0.191,0.524,0,0.321,0.142,6,3.03,12,60.22,0,1,0
25,Male,61058,Master,Divorced,2,Southeast,Suburban,17,1150.02,67.65,19,6,0.187,0.521,1,0.339,0.045,9,5.59,12,39.23,0,1,1
67,Male,105145,Master,Widowed,2,West,Urban,13,1066.06,82.0,35,3,0.033,0.7,0,0.161,0.037,9,4.69,5,33.91,1,1,0
28,Male,94450,High School,Married,6,West,Urban,17,1169.34,68.78,37,2,0.091,0.298,1,0.329,0.065,8,6.29,17,48.56,1,0,0
45,Male,38059,High School,Divorced,2,Midwest,Urban,6,269.87,44.98,74,2,0.056,0.752,0,0.282,0.129,5,3.74,12,34.06,0,1,0
53,Female,75941,Bachelor,Widowed,2,Southeast,Rural,8,743.3,92.91,58,2,0.078,0.813,0,0.183,0.04,9,3.62,8,23.21,0,0,0
33,Female,45809,Bachelor,Divorced,2,Southwest,Urban,16,939.0,58.69,34,3,0.243,0.557,1,0.322,0.063,12,9.13,11,37.46,1,0,0
54,Female,85671,Bachelor,Divorced,3,West,Urban,15,733.44,48.9,37,1,0.191,0.358,0,0.317,0.069,7,4.78,9,27.42,0,0,0
23,Female,40959,Bachelor,Single,2,Midwest,Suburban,5,209.97,41.99,113,1,0.121,0.701,0,0.248,0.112,8,3.19,16,21.81,1,0,0
63,Female,74368,High School,Single,3,West,Suburban,22,1085.61,49.35,11,4,0.211,0.297,1,0.213,0.037,11,14.23,10,13.25,1,1,1
42,Male,29948,High School,Single,1,Southeast,Suburban,8,508.18,63.52,80,3,0.168,0.333,0,0.338,0.059,6,7.77,10,17.79,0,0,0
33,Male,106264,PhD,Single,3,West,Suburban,16,1087.1,67.94,21,2,0.107,0.359,0,0.336,0.146,14,17.83,11,68.35,0,1,1
37,Male,73535,High School,Single,2,Northeast,Suburban,13,1092.05,84.0,24,3,0.062,0.29,0,0.25,0.042,8,3.09,8,41.85,1,0,1
54,Female,63040,High School,Widowed,4,Southeast,Urban,9,729.46,81.05,46,1,0.251,0.621,0,0.397,0.119,6,5.42,5,8.67,1,0,0
33,Male,64973,Bachelor,Married,1,Midwest,Rural,16,1045.96,65.37,19,1,0.196,0.271,0,0.242,0.071,7,5.89,11,29.35,1,1,0
30,Male,92148,PhD,Married,3,Southwest,Suburban,22,1913.18,86.96,13,8,0.165,0.513,1,0.17,0.018,13,5.1,14,57.5,0,1,1
38,Female,88713,Master,Married,5,Southeast,Urban,16,1029.24,64.33,41,2,0.075,0.381,0,0.348,0.12,12,4.41,12,53.43,0,1,1
24,Male,74227,Master,Single,3,West,Suburban,14,1177.35,84.1,15,4,0.182,0.441,0,0.242,0.089,3,3.25,18,33.99,1,1,0
69,Female,92321,High School,Single,2,West,Suburban,12,616.38,51.37,55,5,0.026,0.434,0,0.337,0.061,9,3.88,4,1.07,0,1,0
33,Female,100495,Master,Divorced,4,West,Urban,14,993.91,70.99,34,2,0.187,0.165,0,0.05,0.017,14,6.8,10,26.67,1,0,0
54,Male,71588,Bachelor,Married,3,Northeast,Rural,12,715.69,59.64,54,4,0.061,0.547,1,0.231,0.036,10,3.41,7,19.96,1,0,0
45,Male,71960,Bachelor,Married,5,Northeast,Suburban,11,942.81,85.71,56,6,0.244,0.446,0,0.227,0.09,7,4.08,9,12.87,1,1,0
27,Female,75724,Bachelor,Single,3,Midwest,Suburban,13,1325.57,101.97,38,1,0.334,0.382,0,0.341,0.107,10,3.53,12,18.12,1,0,0
41,Female,67074,Master,Married,3,Southwest,Suburban,22,1197.63,54.44,21,3,0.117,0.459,1,0.242,0.064,15,7.1,13,68.34,0,0,0
53,Male,68439,Master,Divorced,1,Northeast,Urban,11,685.13,62.28,60,2,0.119,0.521,0,0.117,0.056,4,9.39,7,27.29,0,0,0
39,Female,90194,Master,Single,2,Southwest,Rural,26,1338.32,51.47,17,4,0.054,0.361,1,0.16,0.077,17,4.94,13,20.8,1,0,0
59,Female,125245,PhD,Widowed,2,Midwest,Suburban,15,1364.4,90.96,17,4,0.107,0.485,0,0.11,0.013,8,8.26,5,0.0,1,1,0
57,Male,60365,High School,Single,1,Southwest,Suburban,10,822.12,82.21,66,8,0.209,0.845,0,0.315,0.069,6,4.47,7,33.25,1,0,0
55,Male,75920,Bachelor,Married,4,Midwest,Suburban,10,320.45,32.04,32,3,0.097,0.319,0,0.286,0.056,8,5.93,5,2.39,1,0,0
35,Female,42197,High School,Divorced,1,Southwest,Rural,11,566.15,51.47,19,1,0.065,0.453,0,0.221,0.107,8,5.82,6,20.95,1,1,0
25,Male,62596,Master,Married,3,Northeast,Suburban,15,1134.88,75.66,35,2,0.069,0.59,1,0.197,0.034,6,7.1,12,45.94,1,0,1
32,Female,76602,Bachelor,Single,5,Southeast,Urban,12,833.3,69.44,32,1,0.389,0.802,0,0.05,0.006,11,12.75,11,28.11,1,0,0
44,Male,73092,Master,Single,2,West,Suburban,10,627.59,62.76,35,2,0.116,0.436,0,0.382,0.069,10,4.97,9,19.19,0,1,0
50,Female,76617,Bachelor,Divorced,2,Southeast,Suburban,10,858.38,85.84,48,2,0.085,0.191,0,0.327,0.131,11,10.09,11,23.79,0,1,0
18,Female,41419,Bachelor,Single,3,West,Rural,6,207.21,34.53,30,3,0.113,0.592,0,0.323,0.099,4,3.22,17,68.45,0,0,1
41,Female,36570,High School,Married,4,Northeast,Suburban,6,196.18,32.7,80,1,0.073,0.603,0,0.257,0.125,2,8.89,7,26.76,1,1,1
44,Male,88852,Bachelor,Married,3,Midwest,Urban,9,337.51,37.5,45,4,0.044,0.481,0,0.354,0.15,5,3.49,12,10.28,1,1,0
37,Male,77402,Master,Married,4,Southeast,Urban,10,752.08,75.21,40,4,0.075,0.478,0,0.301,0.054,10,7.27,8,25.03,1,0,1
61,Female,77226,High School,Married,4,West,Suburban,13,949.47,73.04,48,3,0.128,0.632,0,0.425,0.107,6,5.33,12,0.0,0,0,0
48,Male,56378,Bachelor,Married,5,West,Suburban,19,887.67,46.72,31,4,0.085,0.471,1,0.329,0.14,9,6.83,13,34.57,1,1,1
61,Male,63270,High School,Widowed,1,Southeast,Urban,12,525.14,43.76,36,12,0.242,0.505,0,0.224,0.088,6,7.72,5,15.13,0,0,0
38,Female,82341,Bachelor,Married,4,Southeast,Suburban,19,1334.22,70.22,24,6,0.027,0.582,0,0.238,0.055,12,12.51,10,7.18,0,1,0
56,Male,109209,High School,Divorced,1,Southwest,Rural,19,1644.02,86.53,31,5,0.287,0.394,0,0.304,0.102,9,4.37,8,37.22,0,1,0
66,Male,63756,Bachelor,Married,2,West,Urban,22,834.4,37.93,17,4,0.236,0.442,1,0.199,0.066,6,4.28,5,62.96,0,0,0
61,Male,101383,Master,Married,2,Southwest,Suburban,21,877.21,41.77,25,9,0.116,0.545,1,0.132,0.059,16,9.43,5,0.0,0,1,0
25,Female,66784,Bachelor,Single,2,West,Urban,12,346.61,28.88,36,1,0.057,0.453,0,0.168,0.018,10,15.81,7,45.18,0,0,0
38,Female,61758,Bachelor,Married,3,Northeast,Urban,11,349.89,31.81,38,2,0.1,0.453,0,0.238,0.048,12,4.55,8,52.34,0,1,0
36,Male,82142,Bachelor,Married,5,Southwest,Urban,22,1033.11,46.96,31,5,0.227,0.377,1,0.391,0.15,12,4.08,10,32.41,1,0,0
49,Male,51799,High School,Married,4,Southwest,Suburban,14,759.07,54.22,12,3,0.071,0.496,1,0.199,0.071,9,4.27,12,25.1,1,1,0
52,Male,84507,Bachelor,Divorced,1,Southeast,Rural,12,887.42,73.95,31,4,0.016,0.518,0,0.268,0.063,9,16.73,3,12.7,1,1,0
29,Female,55968,Bachelor,Married,2,West,Suburban,22,1201.74,54.62,30,5,0.141,0.454,1,0.251,0.112,18,20.05,12,11.28,0,1,0
43,Male,78291,High School,Single,1,West,Urban,22,1679.05,76.32,30,4,0.086,0.446,1,0.273,0.108,16,5.87,13,33.55,1,1,0
18,Female,59854,Master,Married,3,West,Urban,11,747.37,67.94,49,1,0.087,0.831,0,0.428,0.145,11,10.47,15,48.45,1,1,1
63,Male,85721,Bachelor,Divorced,1,Southeast,Suburban,14,1112.43,79.46,33,3,0.104,0.295,0,0.299,0.059,6,10.32,4,19.51,1,0,0
34,Other,96985,Master,Single,3,Southeast,Urban,17,1364.67,80.27,31,4,0.201,0.693,0,0.071,0.016,9,6.34,12,16.88,1,0,0
42,Male,88779,PhD,Single,2,Midwest,Suburban,21,1118.5,53.26,14,6,0.033,0.632,0,0.122,0.044,17,11.48,12,33.2,0,0,0
37,Female,56231,High School,Married,3,Northeast,Urban,6,188.49,31.41,64,1,0.054,0.381,0,0.332,0.161,9,8.49,12,23.23,1,0,0
