age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a,kmeans_cluster,hierarchical_cluster,dbscan_cluster,gmm_cluster,rfm_segment,purchase_propensity,propensity_segment,rfm_tier,propensity_tier,combined_segment,action_segment,engagement_score,engagement_tier,segment_3d,action_segment_3d,R_Score,F_Score,M_Score,RFM_Score,base_lifespan,customer_lifespan_years,purchase_frequency_annual,clv_simple,clv_rfm_weighted,clv_proxy,clv_predicted,clv_tier,age_group,income_quartile,churn_risk_score,is_churned,churn_probability,churn_risk_segment,clv_churn_action
49,Male,60701,Bachelor,Married,2,Southwest,Urban,13,576.94,44.38,18,5,0.038,0.501,0,0.236,0.045,11,15.17,6,15.55,1,1,0,3,0,-1,0,Potential Loyalists,0.1531767571956525,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3988258601802448,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,4,2,2,8,2.0,2.2,13,1269.2680000000005,1946.2109333333335,1172.5658980540736,1198.5517492154784,Silver,46-55,Q1 (Low),0.46636816129728437,0,0.006682884463882691,Very Low Risk,5. Growth Opportunity
25,Female,48688,Bachelor,Married,5,West,Urban,23,1166.81,50.73,22,6,0.1,0.981,1,0.316,0.053,14,8.98,12,43.1,1,0,0,0,3,-1,3,Champions,0.1678366753073271,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4141894744385179,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,4,5,4,13,3.5,4.7250000000000005,23,5513.0827500000005,10291.2642,2789.526342331555,2877.897136656342,Platinum,18-25,Q1 (Low),0.29840654955674084,0,0.0001951891555551067,Very Low Risk,2. VIP Retain & Upsell
44,Male,74697,Bachelor,Divorced,3,West,Suburban,21,1484.21,70.68,14,8,0.022,0.467,1,0.452,0.049,24,6.21,10,8.25,0,0,0,1,1,-1,3,Champions,0.1579618991236933,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3851907154575924,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,5,4,14,3.5,4.375,21,6493.725000000001,12553.942916666669,3497.685904637278,3490.7044717765634,Diamond,36-45,Q2,0.2547840791307038,0,0.00019267885183489792,Very Low Risk,2. VIP Retain & Upsell
56,Female,55735,High School,Widowed,3,Northeast,Urban,6,226.87,37.81,78,6,0.199,0.445,0,0.263,0.083,9,3.99,8,17.82,0,1,0,2,0,-1,0,Hibernating,0.1018687109156639,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3074412672899783,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.4,6,317.604,381.1415999999999,133.3938151869935,109.81865113917505,Bronze,55+,Q1 (Low),0.7925784132086711,1,0.9998205641567971,Critical Risk,7. Low Priority - Monitor
51,Male,126833,PhD,Divorced,3,Midwest,Urban,18,2052.89,114.05,14,5,0.03,0.779,0,0.221,0.06,12,3.65,6,48.8,0,0,1,1,1,-1,1,Champions,0.6757900755293178,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2574508480654215,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,5,14,2.0,2.2,18,4516.380000000001,8731.625466666666,4082.2269044196264,4094.114233547261,Diamond,46-55,Q4 (High),0.4465320526091379,0,0.0026784949931631455,Very Low Risk,2. VIP Retain & Upsell
18,Female,20000,High School,Single,3,West,Suburban,6,90.0,15.0,55,1,0.135,0.579,0,0.253,0.103,9,6.95,12,49.79,1,0,0,2,2,-1,0,Hibernating,0.3051434212909802,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3865662280337252,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,1,1,3,2.0,1.87,6,168.3,201.96,14.894868410117551,31.5320600559341,Bronze,18-25,Q1 (Low),0.6765311988376994,1,0.9997121659475077,Critical Risk,7. Low Priority - Monitor
72,Female,111107,Master,Married,3,West,Rural,30,1869.25,62.31,19,5,0.042,0.527,1,0.211,0.026,16,3.9,4,27.53,0,1,1,1,1,-1,3,Champions,0.7710479319805762,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3074987322147445,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,4,5,5,14,3.5,3.850000000000001,30,7196.805000000002,13913.450833333334,4196.520369664423,4118.11325081601,Diamond,55+,Q4 (High),0.2807446980014956,0,0.0002992434645580307,Very Low Risk,2. VIP Retain & Upsell
46,Other,71552,High School,Married,6,Southeast,Rural,17,547.64,32.21,33,3,0.104,0.546,1,0.204,0.025,10,3.78,7,71.26,1,1,0,0,2,-1,3,Potential Loyalists,0.0671971123976207,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.4022517500575747,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,4,1,7,3.5,2.975,17,1629.02075,2389.5358666666666,1522.4432450172724,1423.963474015706,Silver,46-55,Q2,0.4120829833218185,0,0.0004139953136424671,Very Low Risk,5. Growth Opportunity
30,Male,84731,Master,Married,4,Southwest,Urban,13,1226.69,94.36,21,6,0.046,0.35,0,0.353,0.083,14,5.37,12,57.8,0,0,1,3,0,-1,1,Loyal Customers,0.542659781194672,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3681978104270371,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,4,3,4,11,2.0,2.7,13,3312.0360000000005,5740.909200000001,2430.620473128111,2450.8937729837658,Platinum,26-35,Q3,0.46242710458125924,0,0.005779444533660377,Very Low Risk,2. VIP Retain & Upsell
44,Male,50040,High School,Single,1,Southeast,Urban,23,1364.64,59.33,16,4,0.228,0.626,1,0.123,0.051,10,4.69,9,50.28,1,0,1,0,3,-1,3,Champions,0.4985954003122898,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3101800300418371,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,5,5,4,14,3.5,2.975,23,4059.65525,7848.9544,3086.740049012551,3074.263932919116,Platinum,36-45,Q1 (Low),0.3311417717694104,0,0.00043144956709728594,Very Low Risk,2. VIP Retain & Upsell
44,Male,100703,Master,Married,3,Northeast,Suburban,12,836.31,69.69,35,7,0.075,0.351,0,0.233,0.067,5,4.26,5,38.52,0,0,0,3,0,-1,1,Potential Loyalists,0.3078815000301476,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.1947485651397924,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,2,2,6,2.0,1.7,12,1421.676,1990.4177999999995,1524.6679445419377,1477.3464106385538,Silver,36-45,Q4 (High),0.590005842527597,1,0.9997553806204449,Critical Risk,4. Re-engagement Campaign
31,Male,52109,Bachelor,Married,2,West,Urban,20,1159.61,57.98,24,1,0.152,0.298,1,0.067,0.028,11,8.09,9,18.67,0,1,0,0,3,-1,3,Champions,0.1621961905649934,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2669123705936654,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,4,4,4,12,3.5,3.850000000000001,20,4464.46,8036.0973,2691.1583511780996,2775.2720923249663,Platinum,26-35,Q1 (Low),0.4065508592146003,0,0.00030135236421266096,Very Low Risk,2. VIP Retain & Upsell
44,Male,90464,Master,Married,2,West,Urban,14,1127.24,80.52,39,4,0.124,0.413,0,0.115,0.041,7,17.32,6,14.8,1,0,0,3,0,-1,1,Potential Loyalists,0.2677627064312419,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2678382789985337,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,3,3,8,2.0,1.7,14,1916.376,2938.338933333333,2069.96260369956,2025.1852387150575,Gold,36-45,Q3,0.6034323442002933,1,0.9997163772901714,Critical Risk,4. Re-engagement Campaign
32,Female,75977,Bachelor,Divorced,3,Midwest,Rural,13,561.55,43.2,13,3,0.03,0.632,0,0.133,0.036,6,6.44,6,33.81,0,0,0,3,0,-1,0,Loyal Customers,0.1179121919690359,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.1693141912197591,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,3,1,9,2.0,2.0,13,1123.2,1796.96,1100.4960073659277,1040.5672859583483,Bronze,26-35,Q2,0.5106482728671593,1,0.9129513543545841,Critical Risk,7. Low Priority - Monitor
35,Male,60543,High School,Married,5,Northeast,Rural,23,1453.38,63.19,10,6,0.075,0.285,1,0.403,0.175,13,8.22,13,53.38,0,1,1,0,3,-1,3,Champions,0.550838870365966,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.5069281616931935,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,5,5,4,14,3.5,4.7250000000000005,23,6867.17325,13276.626300000004,3454.331698507958,3410.452901001334,Diamond,26-35,Q1 (Low),0.20912547877247242,0,0.00020735178161568771,Very Low Risk,2. VIP Retain & Upsell
31,Female,70274,Master,Married,6,West,Rural,23,2136.99,92.91,11,6,0.085,0.404,0,0.27,0.099,11,4.41,9,16.49,1,0,0,1,0,-1,1,Champions,0.2634477333081832,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3384663158698593,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,5,15,2.0,2.2,23,4701.246,9402.756,4229.667819760957,4087.1325179778814,Diamond,26-35,Q2,0.3738622923815837,0,0.0013123025273732167,Very Low Risk,2. VIP Retain & Upsell
20,Female,59562,High School,Single,3,Midwest,Suburban,7,637.56,91.08,35,3,0.06,0.55,0,0.381,0.102,7,3.75,12,56.02,1,1,0,2,0,-1,0,At Risk,0.1064271200713992,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4731555551831867,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,1,2,5,2.0,2.125,7,1354.8149999999998,1806.42,1222.939866554956,1255.086668756651,Silver,18-25,Q1 (Low),0.5380577778522516,1,0.9900266325356333,Critical Risk,4. Re-engagement Campaign
44,Female,107100,PhD,Divorced,1,Northeast,Suburban,24,2414.79,100.62,7,2,0.131,0.388,1,0.316,0.046,12,3.77,12,49.13,0,0,1,1,1,-1,3,Champions,0.7531716221504892,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.308014098882232,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,5,5,15,3.5,4.7250000000000005,24,11410.308,22819.7655,5228.8604846646695,5245.9311819939885,Diamond,36-45,Q4 (High),0.2463082913346647,0,0.0002760578261820277,Very Low Risk,2. VIP Retain & Upsell
50,Male,76744,High School,Married,4,Southeast,Suburban,20,1470.76,73.54,32,4,0.181,0.635,1,0.31,0.077,7,5.96,10,0.0,1,1,0,3,3,-1,3,Loyal Customers,0.3715622549742645,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3728871813073753,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,3,4,4,11,3.5,3.4212499999999992,20,5031.974499999999,8721.851926666664,3260.3023743922126,3179.3807870647775,Platinum,46-55,Q3,0.37231145262741383,0,0.00032102274290927605,Very Low Risk,2. VIP Retain & Upsell
49,Male,102736,Bachelor,Single,1,Northeast,Urban,33,3295.35,99.86,7,2,0.092,0.428,1,0.156,0.019,14,5.78,8,46.64,1,1,0,1,1,-1,2,Champions,0.5041367973025332,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.4016176952904222,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,5,5,5,15,3.5,3.850000000000001,33,12687.213000000002,25374.195000000003,7024.614208587126,6956.27546953692,Diamond,46-55,Q4 (High),0.21958757205302668,0,0.00026818632853313474,Very Low Risk,2. VIP Retain & Upsell
54,Male,115562,Master,Widowed,2,Southwest,Rural,20,2037.9,101.9,10,4,0.083,0.467,0,0.197,0.058,15,5.96,8,10.52,1,0,1,1,0,-1,1,Champions,0.7528918070668341,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3226797380478566,Medium Engagement,High Value | Medium Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,5,14,2.0,2.2,20,4483.6,8667.868,4038.081071414357,4046.464534045283,Diamond,46-55,Q4 (High),0.4071751635015398,0,0.0017383342892975727,Very Low Risk,2. VIP Retain & Upsell
46,Male,94201,Bachelor,Married,4,Southeast,Urban,25,1365.54,54.62,16,6,0.189,0.349,1,0.444,0.054,6,12.54,9,34.67,0,1,0,0,3,-1,3,Champions,0.3354502592416763,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3716234899769785,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,4,14,3.5,4.0249999999999995,25,5496.137499999999,10626.1771,3133.5035169930934,3096.04962659699,Platinum,46-55,Q4 (High),0.2413197464490487,0,0.00017088729333956606,Very Low Risk,2. VIP Retain & Upsell
34,Female,70690,Bachelor,Married,3,Northeast,Suburban,10,470.72,47.07,63,2,0.067,0.591,0,0.326,0.133,10,9.23,16,34.13,0,0,1,2,2,-1,0,At Risk,0.3779661845547847,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3652190750905312,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,2,1,4,2.0,1.75,10,823.725,1043.4293333333333,720.2266025271593,750.2105184470361,Bronze,26-35,Q2,0.675089518315227,1,0.9995459837218788,Critical Risk,7. Low Priority - Monitor
54,Male,110709,Master,Married,5,West,Suburban,14,1372.67,98.05,47,2,0.089,0.259,0,0.4,0.097,12,4.75,8,42.7,0,0,0,3,0,-1,1,Potential Loyalists,0.2538034180668156,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3294023153769153,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,3,4,8,2.0,2.125,14,2916.9875,4472.616416666667,2548.0918796130745,2543.9389297350717,Platinum,46-55,Q4 (High),0.5696750924801726,1,0.9990746696372197,Critical Risk,1. URGENT: VIP Win-Back
21,Female,75603,Master,Single,1,West,Urban,8,435.45,54.43,61,6,0.152,0.313,0,0.278,0.096,2,6.6,13,27.73,1,0,0,2,0,-1,0,Hibernating,0.0703197342515442,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.313351534511696,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.54,8,670.5776,804.7116,626.8062603535088,680.4413280272082,Bronze,18-25,Q2,0.6995074708754386,1,0.9998032426452533,Critical Risk,7. Low Priority - Monitor
28,Female,74860,PhD,Single,1,Northeast,Suburban,22,1032.36,46.93,12,1,0.076,0.409,1,0.242,0.054,16,8.17,11,41.64,0,0,0,0,3,-1,3,Champions,0.3257096848942902,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3263373796122314,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,3,13,3.5,4.200000000000001,22,4336.332000000001,8093.702400000002,2563.4415338836693,2512.5974041450413,Platinum,26-35,Q2,0.29299919074422043,0,0.00022634580802029607,Very Low Risk,2. VIP Retain & Upsell
27,Female,66741,Bachelor,Single,2,Southeast,Urban,16,1426.53,89.16,10,1,0.281,0.607,0,0.353,0.16,5,11.42,14,26.63,1,0,1,3,0,-1,1,Champions,0.6672262386606298,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4106972654091274,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,5,4,4,13,2.0,2.125,16,3031.44,5658.5689999999995,2725.856714622738,2711.546206229269,Platinum,26-35,Q2,0.3850383246959522,0,0.0009864336238892448,Very Low Risk,2. VIP Retain & Upsell
58,Male,90845,Bachelor,Married,3,Midwest,Suburban,19,1456.86,76.68,18,2,0.081,0.295,1,0.375,0.111,15,6.09,5,14.63,0,1,1,1,3,-1,3,Champions,0.7154159066773195,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3835038329651818,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,4,4,4,12,3.5,4.375,19,6374.025000000001,11472.7725,3379.7983198895545,3334.8059223823348,Diamond,55+,Q3,0.30163256674029704,0,0.00019901216519177623,Very Low Risk,2. VIP Retain & Upsell
56,Male,94155,Bachelor,Married,6,Northeast,Suburban,11,833.57,75.78,20,2,0.038,0.403,0,0.173,0.069,7,3.33,5,9.53,0,0,0,3,0,-1,0,Potential Loyalists,0.2980522054665562,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.1583167903409743,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,4,2,2,8,2.0,2.0,11,1667.16,2556.281333333334,1598.8022071022924,1576.3391869060415,Silver,55+,Q4 (High),0.5492921974873607,1,0.9933522514815943,Critical Risk,4. Re-engagement Campaign
49,Female,77880,Bachelor,Married,4,Northeast,Suburban,10,448.81,44.88,54,2,0.02,0.627,0,0.373,0.136,3,15.1,11,0.0,0,0,0,3,0,-1,0,At Risk,0.0900424877681225,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2780853885565544,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,2,1,4,2.0,2.125,10,953.7,1208.046916666667,706.5525165669663,747.9331443844729,Bronze,46-55,Q3,0.6431162556220225,1,0.9997564220709678,Critical Risk,7. Low Priority - Monitor
58,Female,90578,Master,Married,3,Southeast,Rural,23,1525.25,66.32,29,5,0.345,0.532,1,0.277,0.105,11,4.75,4,29.57,0,1,0,1,1,-1,3,Champions,0.2015028769435488,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3323707526541474,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,3,5,4,12,3.5,3.2725000000000004,23,4991.7406,8984.485125000003,3242.160600796244,3207.838789258806,Platinum,55+,Q3,0.3536814050247261,0,0.00023066754313304092,Very Low Risk,2. VIP Retain & Upsell
28,Male,72847,Bachelor,Divorced,3,West,Urban,14,833.77,59.55,15,4,0.055,0.302,0,0.283,0.087,8,11.5,11,19.06,1,0,0,3,0,-1,1,Loyal Customers,0.1937015437251169,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3527859229279153,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,3,2,10,2.0,2.2,14,1834.14,3057.1566666666668,1675.4121018783746,1552.893698483901,Silver,26-35,Q2,0.44617614874775025,0,0.002238367334655817,Very Low Risk,5. Growth Opportunity
47,Male,58500,Bachelor,Married,6,West,Suburban,17,699.51,41.15,22,2,0.216,0.367,0,0.429,0.214,11,4.08,8,3.41,0,0,0,3,0,-1,1,Loyal Customers,0.2614034464946502,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3409369493270431,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,4,4,2,10,2.0,2.125,17,1486.5437499999998,2477.4312499999996,1315.7740047981129,1299.6614407570808,Silver,46-55,Q1 (Low),0.4304570545790358,0,0.0021177741465099927,Very Low Risk,5. Growth Opportunity
40,Male,94482,Bachelor,Divorced,4,West,Rural,20,1058.63,52.93,32,4,0.155,0.793,0,0.323,0.045,16,9.5,13,16.66,1,0,0,3,0,-1,1,Loyal Customers,0.4170000744688912,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.403208857499895,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,3,4,3,10,2.0,2.295,20,2429.4869999999996,4049.25975,1996.1638322499684,1959.3355739979856,Gold,36-45,Q4 (High),0.46364711738890985,0,0.0020978749862967704,Very Low Risk,5. Growth Opportunity
54,Female,95328,Master,Married,3,Southwest,Suburban,26,2928.18,112.62,21,6,0.078,0.335,1,0.209,0.063,9,3.12,5,21.12,0,1,0,1,1,-1,3,Champions,0.1976531489412593,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2675425160974746,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,4,5,5,14,3.5,3.5,26,10248.42,19814.018,6217.393734829242,6169.343094897079,Diamond,46-55,Q4 (High),0.32469149678050513,0,0.0001713937282761863,Very Low Risk,2. VIP Retain & Upsell
40,Male,106282,PhD,Married,5,Southwest,Rural,23,2560.57,111.33,27,3,0.144,0.67,1,0.308,0.076,10,9.01,18,45.87,0,1,1,1,3,-1,3,Champions,0.7523633457743305,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4301798805980081,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,3,5,5,13,3.5,4.375,23,11202.58125,20911.32166666667,5430.842924179403,5434.879708720515,Diamond,36-45,Q4 (High),0.319030690547065,0,0.00014831362479009866,Very Low Risk,2. VIP Retain & Upsell
36,Female,77778,Bachelor,Single,1,Midwest,Suburban,7,467.53,66.79,85,2,0.128,0.6,0,0.382,0.093,9,4.18,14,24.94,0,1,0,2,2,-1,0,Hibernating,0.1216702028347972,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3848643552591895,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,1,1,3,2.0,1.75,7,818.1775,981.813,595.5973865777568,608.394861071138,Bronze,36-45,Q3,0.7777382400592732,1,0.9995250984475865,Critical Risk,7. Low Priority - Monitor
50,Male,89460,Bachelor,Single,2,Midwest,Suburban,14,674.49,48.18,27,4,0.079,0.798,0,0.298,0.12,7,6.17,8,13.51,0,0,0,3,0,-1,0,Potential Loyalists,0.5258814452126601,Medium,Medium Value,Medium Propensity,Medium Value / Medium Propensity,5. Potential - Develop,0.2480835567217013,Low Engagement,Medium Value | Low Engagement | Medium Propensity,7. Fence Sitters - Persuade,3,3,2,8,2.0,2.0,14,1349.04,2068.4359999999997,1261.7777120165103,1253.1437911962375,Silver,46-55,Q3,0.5174499553223264,1,0.9441288626883779,Critical Risk,4. Re-engagement Campaign
55,Female,78465,Master,Married,4,Southwest,Rural,21,729.22,34.72,25,4,0.046,0.488,0,0.303,0.031,10,4.28,3,34.84,1,0,0,3,0,-1,1,Loyal Customers,0.2948047101949504,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2914565133423155,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,3,5,2,10,2.0,2.3,21,1676.976,2795.343333333333,1404.0548940026945,1380.9809257412794,Silver,46-55,Q3,0.452219808442648,0,0.0063246625289236705,Very Low Risk,5. Growth Opportunity
31,Female,77761,Bachelor,Married,2,Southwest,Rural,15,897.74,59.85,35,2,0.116,0.853,0,0.343,0.087,13,8.17,19,27.98,1,0,0,2,0,-1,1,Potential Loyalists,0.2488370831111356,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.4489312141929484,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,3,3,8,2.0,2.295,15,2060.33625,3159.14706,1703.0954442578848,1754.9827735067454,Gold,26-35,Q3,0.49716931271696585,0,0.129808495348243,Very Low Risk,5. Growth Opportunity
41,Female,62947,High School,Married,5,Northeast,Rural,23,377.28,16.4,21,5,0.115,0.484,1,0.358,0.095,15,4.42,10,14.59,1,0,0,0,3,-1,3,Loyal Customers,0.2457224516509329,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3924436048968349,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,4,5,1,10,3.5,4.375,23,1650.25,2751.0,1245.5594814690503,1243.7882582738262,Silver,36-45,Q2,0.289911279020633,0,0.00015415920512252247,Very Low Risk,5. Growth Opportunity
26,Male,36871,High School,Single,2,Southeast,Urban,10,393.8,39.38,32,2,0.127,0.669,0,0.602,0.182,8,10.36,11,65.52,1,0,0,2,0,-1,0,Potential Loyalists,0.198226759933249,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.5330303870904188,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,3,2,1,6,2.0,2.125,10,836.825,1171.5549999999998,762.5028161271257,768.8632291495591,Bronze,26-35,Q1 (Low),0.4689494781374718,0,0.025999794166027396,Very Low Risk,8. Acquisition Focus
18,Male,28754,High School,Married,4,West,Suburban,18,270.0,15.0,33,5,0.109,0.31,1,0.207,0.053,12,4.16,9,42.49,0,1,0,0,3,-1,3,Potential Loyalists,0.2087211607797861,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3363569578602378,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,4,1,7,3.5,3.2725000000000004,18,883.5750000000002,1295.9100000000003,961.1920873580711,1033.0130356768314,Bronze,18-25,Q1 (Low),0.4179952750946191,0,0.001209927717272278,Very Low Risk,8. Acquisition Focus
45,Male,71589,Bachelor,Widowed,2,Southeast,Urban,10,639.09,63.91,54,3,0.037,0.671,0,0.259,0.056,10,15.58,7,25.79,0,0,0,2,0,-1,0,At Risk,0.0968042294794233,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2718630429118157,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,2,2,5,2.0,1.7,10,1086.4699999999998,1448.604,1077.9207478735443,1112.9233157123938,Silver,36-45,Q2,0.6671607247509702,1,0.9998593729817326,Critical Risk,4. Re-engagement Campaign
51,Female,76918,Master,Single,2,Southeast,Urban,12,868.65,72.39,32,3,0.117,0.482,0,0.393,0.126,6,4.25,8,20.43,1,0,0,3,0,-1,1,Potential Loyalists,0.2406836672941118,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.34334796552512,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,3,2,3,8,2.0,1.955,12,1698.2694,2603.9231499999996,1629.503364657536,1686.211709079541,Silver,46-55,Q3,0.5149526291171982,1,0.9641500702578018,Critical Risk,4. Re-engagement Campaign
